Real_Estate_Type,Location,Price,Down_Payment,Currency,Bedrooms_Number,Bathrooms_Number,Area,Description
Apartment,"5th Settlement, New Cairo, Cairo","5,655,000","Down payment: EGP 1,130,000",EGP,3,3,145 Sq. M.,"A luxury apartment for sale at the lowest price in the Fifth Settlement, directly on South Teseen Street, near the American University"
Apartment,"5th Settlement, New Cairo, Cairo","3,000,000",None,EGP,2,2,110 Sq. M.,"A luxury apartment for sale at the lowest price in the Fifth Settlement, directly on South Teseen Street, near the American University"
Apartment,"Al Andalous, 5th Settlement, New Cairo, Cairo","4,232,000","Down payment: EGP 2,116,000",EGP,3,2,184 Sq. M.,"Apartment for sale in Andalusia near Mivida and Katameya D    Apartment for sale in Andalusia Buildings, Andalusia District"
Apartment,"5th Settlement, New Cairo, Cairo","5,000,000","Down payment: EGP 1,000,000",EGP,3,2,155 Sq. M.,"Apartment for sale, finished, with air conditioners and kitchen, in the Fifth Settlement, directly next to Hyde Park"
Apartment,"90 Avenue Compound, 5th Settlement, New Cairo, Cairo","8,748,257",None,EGP,2,2,139 Sq. M.,"I own an apartment in 90 Avenue, New Cairo at the best price."
Apartment,"Heliopolis, Cairo","6,250,000",None,EGP,3,3,152 Sq. M.,Apartment for sale with the lowest down payment and longest installment period directly in front of Cairo Airport and minutes from Heliopolis
Apartment,"New Capital City, Cairo","5,000,000",None,EGP,2,2,156 Sq. M.,"Apartment for sale, fully finished, with a 5% down payment and the rest in installments over 10 years, in a prime location in the New Capital"
Apartment,"Go Heliopolis Compound, Heliopolis, Cairo","8,200,000","Down payment: EGP 1,300,000",EGP,3,2,166 Sq. M.,"apartment for sale at a bargain price, directly on the Suez Road, minutes from Cairo Airport, 90th Street, and Golden Square"
Apartment,"Tag Sultan, Nasr City, Cairo","8,400,000","Down payment: EGP 1,300,000",EGP,2,2,127 Sq. M.,"Fully finished apartment with air conditioning and a 35% discount on investment returns in dollars on the Suez Road, minutes from Cairo Airport,"
Apartment,"Nasr City, Cairo","7,200,000",None,EGP,3,3,250 Sq. M.,"For sale: 250-square-meter residential apartment in Nasr City, District 8"
Apartment,"Villette Compound, 5th Settlement, New Cairo, Cairo","7,000,000",0% Down Payment,EGP,1,1,109 Sq. M.,Book Now 15% Down Payment Get Apartment installments over6 years without interest prime location
Apartment,"Villette Compound, 5th Settlement, New Cairo, Cairo","11,700,000",0% Down Payment,EGP,3,3,190 Sq. M.,Special Price Delivered Apartment  Resale Greenary View  At The Best Location
Apartment,"El Lotus, 5th Settlement, New Cairo, Cairo","6,615,000","Down payment: EGP 1,984,500",EGP,4,3,190 Sq. M.,"Distinctive apartment for sale, 4 rooms, 190 square meters, in New Narges, Fifth Settlement"
Apartment,"Madinaty, Cairo","3,850,000",None,EGP,2,2,97 Sq. M.,"Apartment 97 m for sale in Madinaty, Phase 6, Building B6, third floor, parking view, at a bargain price and in a prime location"
Apartment,"Al Narges, 5th Settlement, New Cairo, Cairo","4,698,000","Down payment: EGP 939,600",EGP,3,2,162 Sq. M.,"A distinctive apartment for sale, with an area of ​​​​162 square meters and 3 spacious bedrooms, in the most prestigious areas of New Narges,"
Apartment,"Telal East, 5th Settlement, New Cairo, Cairo","5,400,000",0% Down Payment,EGP,1,2,92 Sq. M.,0%Down Payment over 10 Years installments Get Apartment Landscape View prime Location in Telal East
Apartment,"Telal East, 5th Settlement, New Cairo, Cairo","5,700,000",0% Down Payment,EGP,2,2,135 Sq. M.,Without Down Payment 0% over 10 Years installments Prime Apartment Landscape View prime Location in Telal East
Apartment,"Telal East, 5th Settlement, New Cairo, Cairo","7,800,000",0% Down Payment,EGP,2,2,135 Sq. M.,Without Down Payment 0% over 10 Years installments Prime Apartment Landscape View prime Location in Telal East
Apartment,"Madinaty, Cairo","4,650,000",None,EGP,2,2,96 Sq. M.,"""Own a 96 sqm Apartment with Special Finishes in Madinaty, B7"""
Apartment,"Al Narges, 5th Settlement, New Cairo, Cairo","5,300,000",None,EGP,3,2,170 Sq. M.,"Apartment for sale in Al Narges 1 Project, Villa 4, 8, 2. Finishing condition: Ultra Super Lux"
Apartment,"Telal East, 5th Settlement, New Cairo, Cairo","8,500,000",0% Down Payment,EGP,3,3,165 Sq. M.,Get Apartment With lowest  Down Payment 0% over 10 Years installments  Landscape View prime Location in Telal East
Apartment,"Telal East, 5th Settlement, New Cairo, Cairo","7,800,000",0% Down Payment,EGP,2,2,119 Sq. M.,Special Offer 0%Down Payment Get Apartment over 10 Years installments  Landscape View prime Location in Telal East
Apartment,"Rock Vera Compound, 5th Settlement, New Cairo, Cairo","6,201,183",None,EGP,3,3,162 Sq. M.,Receive Your Apartment Immediately in the Best Location of New Cairo! 🏡
Apartment,"Rock Vera Compound, 5th Settlement, New Cairo, Cairo","7,087,420",None,EGP,3,2,177 Sq. M.,Receive Your Apartment Immediately in the Best Location of New Cairo! 🏡
Apartment,"Madinaty, Cairo","7,300,000",None,EGP,3,2,133 Sq. M.,An apartment for sale cash at b11 madinaty with private garden 133 meters ready to move
Apartment,"90 Avenue Compound, 5th Settlement, New Cairo, Cairo","9,300,525",None,EGP,2,2,145 Sq. M.,"I own an apartment in 90 Avenue, New Cairo at the best price."
Apartment,"Stone Residence Compound, Katameya, Cairo","5,000,000",0% Down Payment,EGP,1,1,92 Sq. M.,Book Now 0%Apartment Prime Location over 10 Years installments Greenary View
Apartment,"Stone Residence Compound, Katameya, Cairo","5,200,000",0% Down Payment,EGP,1,1,100 Sq. M.,0% Down Payment Get  Apartment over 10 Years installments Park View In Very Prime Location
Apartment,"Al Narges, 5th Settlement, New Cairo, Cairo","7,800,000",None,EGP,3,2,225 Sq. M.,"Apartment for sale in Al Narges 1 Project, Villa 4, 8, 2. Finishing condition: Ultra Super Lux"
Apartment,"Beit Al Watan, 5th Settlement, New Cairo, Cairo","4,525,000","Down payment: EGP 1,583,750",EGP,3,2,175 Sq. M.,"A distinctive apartment for sale with an area of: 175 square meters, 3 bedrooms, in Beit Al Watan, a prime location near the main services and interna"
Apartment,"Beit Al Watan, 5th Settlement, New Cairo, Cairo","3,560,000","Down payment: EGP 1,068,000",EGP,3,1,140 Sq. M.,"Distinctive apartment for sale, area: 140 square meters, 3 bedrooms in Beit Al Watan – First District (Mini Compound)"
Apartment,"Stone Residence Compound, Katameya, Cairo","9,100,000","Down payment: EGP 910,000",EGP,3,2,140 Sq. M.,"immediate Apartment ready for viewing, at the lowest price and with comfortable installments, 10% down payment only, in Stone Residence Compound"
Apartment,"Stone Residence Compound, Katameya, Cairo","6,800,000",0% Down Payment,EGP,4,3,220 Sq. M.,Resale  Apartment Ready To Move In Very Prime Location Landscape View
Apartment,"Nasr City, Cairo","5,500,000",None,EGP,3,2,206 Sq. M.,Apartment for sale in the ninth district near Mustafa Al-Nahhas 205m
Apartment,"Mivida Compound, 5th Settlement, New Cairo, Cairo","28,000,000","Down payment: EGP 25,500,000",EGP,4,3,290 Sq. M.,"Apartment for sale in Mivida Compound, Emaar Boulevard Phase, ultra super deluxe, with installments to complete"
Apartment,"Grand Gate, Zahraa Al Maadi, Cairo","2,900,000",None,EGP,3,3,161 Sq. M.,"Ready-to-move apartment, 161 sqm, inside a compound, just minutes from the Ring Road and Carrefour Maadi."
Apartment,"El Lotus, 5th Settlement, New Cairo, Cairo","5,500,000",None,EGP,3,2,200 Sq. M.,"For quick sale, an apartment with immediate delivery in the Fifth Settlement"
Apartment,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo","9,063,000","Down payment: EGP 3,625,200",EGP,3,2,171 Sq. M.,"Apartment for immediate delivery, modern finishing, at the lowest price and comfortable installments ready for viewing and living next to MV new cairo"
Apartment,"Ashgar Darna, Zahraa Al Maadi, Cairo","2,900,000",None,EGP,3,3,161 Sq. M.,"Ready-to-move apartment, 161 sqm, inside a compound, just minutes from the Ring Road and Carrefour Maadi."
Apartment,"1st District, 5th Settlement, New Cairo, Cairo","8,500,000",None,EGP,4,2,320 Sq. M.,"Apartment in the First District Villas, Fifth Settlement, next to El Choueifat and Katameya Heights"
Apartment,"Sarai, Mostakbal City, Cairo","6,500,000",None,EGP,3,2,131 Sq. M.,Apartment for sale ground floor with garden 131 sqm in Sarai Compound wall to wall with Madinaty in the heart of New Cairo the 5th Settlement
Apartment,"IL Bosco, New Capital City, Cairo","4,500,000",None,EGP,3,3,149 Sq. M.,Semi finished Apartment Overlooking landscape 3 Bedrooms  3 Bathrooms  Semi finished  Overlooking landscape  in Il Bosco
Apartment,"Al Maqsad, New Capital City, Cairo","5,000,000",0% Down Payment,EGP,3,3,135 Sq. M.,Apartment for sale 3 rooms immediate delivery fully finished at the lowest price and with installments over 10 years
Apartment,"Al Andalous, 5th Settlement, New Cairo, Cairo","4,653,000","Down payment: EGP 2,791,800",EGP,3,2,158 Sq. M.,"Apartment for sale, a bargain, with an area of: 158 square meters, immediate delivery, fully finished, with facilities in Andalusia 1, Fifth Settlemen"
Apartment,"The Address East Compound, 5th Settlement, New Cairo, Cairo","9,063,000","Down payment: EGP 3,625,200",EGP,3,2,171 Sq. M.,"Apartment for sale, immediate delivery, ultra-modern finishing, in the Fifth Settlement, ready for viewing and living in Address East next to MV"
Apartment,"5th Settlement, New Cairo, Cairo","11,380,000",None,EGP,3,3,221 Sq. M.,"Apartment fully finished , furnished with acs for sale ready to move"
Apartment,"Madinaty, Cairo","8,500,000",None,EGP,3,3,180 Sq. M.,"""180 sqm Apartment with Garden View for Sale in Madinaty, in Front of the Banks Complex, in B2"
Apartment,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo","7,502,000","Down payment: EGP 3,000,800",EGP,2,2,121 Sq. M.,"immediate ground floor apartment with garden, super deluxe finishing, (old price) with comfortable installment next to MV icity new cairo"
Apartment,"Madinaty, Cairo","18,000,000",None,EGP,3,3,327 Sq. M.,"An opportunity with high-end finishes and a view of a wide garden, an apartment with an area of 327 sqm in the most upscale phase in Madinaty B3."
Apartment,"Al Andalous, 5th Settlement, New Cairo, Cairo","5,300,000",None,EGP,3,3,184 Sq. M.,"Apartment for sale, 184 square meters, in a distinguished location in Andalusia 2, immediate delivery, super deluxe finishing"
Apartment,"Nasr City, Cairo","5,300,000",None,EGP,3,2,205 Sq. M.,There is a distinctive garden for sale on a prominent street in the sixth area.
Apartment,"Nasr City, Cairo","3,750,000",None,EGP,3,2,163 Sq. M.,A shot for sale at a special price on a special street in Al-Waha neighborhood.
Apartment,"Sarai, Mostakbal City, Cairo","4,000,000",None,EGP,2,2,122 Sq. M.,"Less than the company price - Apartment for sale, immediate delivery, ready for occupancy - Sarai Compound"
Apartment,"El Fostat, Cairo","3,700,000","Down payment: EGP 370,000",EGP,2,2,124 Sq. M.,Apartment for sale ready to move fully finished dp 10% prime location in  El Fostat
Apartment,"Nasr City, Cairo","3,600,000",None,EGP,3,2,152 Sq. M.,"Registered at a bargain price, a unique ultra for sale on a prominent street in the eighth district."
Apartment,"Taj City Compound, 1st Settlement, New Cairo, Cairo","5,862,000",None,EGP,2,1,129 Sq. M.,apartment for sale 129m open view in taj city with 40% cash discount
Apartment,"Nasr City, Cairo","7,500,000",None,EGP,4,3,260 Sq. M.,2013 registered buildings for sale on a street parallel to the aviation in the first district.
Apartment,"Nasr City, Cairo","7,000,000",None,EGP,3,3,290 Sq. M.,"Ultra super deluxe apartment, first residence, for sale in a prime location in the Republican Guard Towers, between Nasr City and Heliopolis.        ."
Apartment,"Madinaty, Cairo","8,500,000",None,EGP,3,3,160 Sq. M.,"Apartment for sale in Madinaty, ground floor with a garden, 160+60 square meters."
Apartment,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo","13,000,000","Down payment: EGP 2,600,000",EGP,3,2,155 Sq. M.,"Apartment for sale, 155 square meters, ready to move, near Mivida and Hyde Park, New Cairo"
Apartment,"Wesal, Shorouk City, Cairo","3,855,000",None,EGP,3,3,170 Sq. M.,Corner 170 sqm Apartment in Wesal | Wide Garden | Sea View | Hot Deal with Installments!
Apartment,"EL Patio ORO Compound, 5th Settlement, New Cairo, Cairo","9,360,000","Down payment: EGP 2,340,000",EGP,2,2,120 Sq. M.,"Apartment for sale, immediate delivery, with a minimum down payment and a cash discount of up to 20% in El Patio Oro Compound, Fifth Settlement"
Apartment,"New Capital City, Cairo","3,100,000","Down payment: EGP 310,000",EGP,2,2,125 Sq. M.,Move in now with a 50% discount and the longest payment plan available
Apartment,"Next Point, Mokattam, Cairo","2,124,000",None,EGP,2,2,118 Sq. M.,Your apartment is in Al-Hadaba Al-Wosta
Apartment,"Next Point, Mokattam, Cairo","2,880,000",None,EGP,3,3,160 Sq. M.,Your apartment is in Al-Hadaba Al-Wosta
Apartment,"The Address East Compound, 5th Settlement, New Cairo, Cairo","7,502,000","Down payment: EGP 3,000,800",EGP,2,2,121 Sq. M.,"Apartment for sale, immediate delivery, fully finished, with a priv garden, at the old price and in installments, in Address East compound next to MV"
Apartment,"Nasr City, Cairo","6,450,000",None,EGP,3,3,237 Sq. M.,Ultra super lux for sale on a prime street between the sixth and eighth.
Apartment,"Nasr City, Cairo","10,000,000",None,EGP,7,3,400 Sq. M.,"Apartment for sale 400 m in Nasr City, Abbas Al-Akkad, super lux with the lowest price in the market"
Apartment,"Mivida Compound, 5th Settlement, New Cairo, Cairo","11,380,000",None,EGP,3,3,221 Sq. M.,Apartment for sale 221  SQM in cairo fully finished
Apartment,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo","7,685,000",None,EGP,3,2,145 Sq. M.,"Apartment for sale, immediate delivery, super deluxe finished, at the lowest price and with installments, in the most special compound next to MV"
Apartment,"Nasr City, Cairo","4,200,000",None,EGP,4,2,200 Sq. M.,A shot of a share in the garage for sale in Mostafa El Nahhas from nine.
Apartment,"Rock Vera Compound, 5th Settlement, New Cairo, Cairo","11,870,000","Down payment: EGP 2,356,000",EGP,3,3,171 Sq. M.,"For Opportunity Seekers – A Prime Unit Available in the Heart of New Cairo, 177 SQM – Ready for Immediate Delivery"
Apartment,"Madinaty, Cairo","4,000,000",None,EGP,2,1,78 Sq. M.,"A great apartment for sale in Madinaty, 78m with a garden view, B10 next to services."
Apartment,"Sephora Heights, 5th Settlement, New Cairo, Cairo","12,700,000","Down payment: EGP 1,270,000",EGP,3,2,190 Sq. M.,"Receive your Ultra Super Lux finished apartment in Sephora Heights Compound – Ready for immediate delivery, 190 sqm, with only 10% down payment"
Apartment,"Next Point, Mokattam, Cairo","2,900,000",None,EGP,3,3,161 Sq. M.,Instantly receive an apartment inside a compound with its services behind Carrefour in Maadi.
Apartment,"Capital Gardens, Mostakbal City, Cairo","6,200,000",None,EGP,3,3,195 Sq. M.,"Apartment for sale in Capital Gardens Palm Hills Compound, 45 km from the Suez Oil Road, in the heart of Mostakbal City"
Apartment,"Mivida Compound, 5th Settlement, New Cairo, Cairo","95,000",None,EGP,3,3,186 Sq. M.,for rent Apartment overview landscape in Mivida
Apartment,"Taj City Compound, 1st Settlement, New Cairo, Cairo","6,448,849","Down payment: EGP 2,000,000",EGP,2,2,130 Sq. M.,Apartment sixth floor with installment in taj city
Apartment,"Al Andalous, 5th Settlement, New Cairo, Cairo","5,800,000",None,EGP,4,4,450 Sq. M.,"Apartment for sale 450sqm, 140m garden Immediate delivery in the heart of the Fifth Settlement."
Apartment,"Nasr City, Cairo","3,600,000",None,EGP,3,2,135 Sq. M.,Super lux apartment for sale in Rabaa Investment Buildings.
Apartment,"Galleria Moon Valley Compound, 5th Settlement, New Cairo, Cairo","6,500,000",None,EGP,2,2,119 Sq. M.,Semi furnished apartment 119m sale Compound Galleria Moon Valley New Cairo
Apartment,"Madinaty, Cairo","3,800,000",None,EGP,2,1,71 Sq. M.,"Two-bedroom apartment for sale in Madinaty, Talaat Mostafa, Phase 11"
Apartment,"Lake view Residence Compound, 5th Settlement, New Cairo, Cairo","8,700,000","Down payment: EGP 1,300,000",EGP,1,1,76 Sq. M.,"VIP apartment for sale, fully finished with kitchen and air conditioners, with an annual rental return in dollars, in a strategic location"
Apartment,"Valore Sheraton, Sheraton, Cairo","8,400,000","Down payment: EGP 1,300,000",EGP,1,1,76 Sq. M.,"VIP apartment for sale, fully finished with kitchen and air conditioners, with an annual rental return in dollars, in a strategic location"
Apartment,"Capital Gardens, Mostakbal City, Cairo","6,200,000",None,EGP,3,3,195 Sq. M.,"Apartment for sale in Capital Gardens Palm Hills Compound, 45 km from the Suez Oil Road, in the heart of Mostakbal City"
Apartment,"L’Avenir, Mostakbal City, Cairo","3,700,000",None,EGP,2,3,131 Sq. M.,"An opportunity that won't be repeated! The cheapest apartment in Lavinier with an open view and sea, ready for immediate delivery. From Al Ahli Sabour."
Apartment,"Al Andalous, 5th Settlement, New Cairo, Cairo","3,500,000",None,EGP,3,2,180 Sq. M.,"Apartment for sale, ready to move in, 180 m, near Mountain View Compound in Andalusia, Fifth Settlement - New Cairo"
Apartment,"Madinaty, Cairo","18,500,000",None,EGP,3,2,337 Sq. M.,"A golden opportunity for upscale living in Madinaty City, an apartment of 337 sqm in B8 with special finishing, a prime location, repeated floor, and includes full air conditioning and a bedroom."
Apartment,"Galleria Moon Valley Compound, 5th Settlement, New Cairo, Cairo","7,500,000",None,EGP,2,2,133 Sq. M.,"For Sale Apartment ,Fully furnished ,Ready To Move , in Galleria Moon Vally – New Cairo."
Apartment,"Degla Landmark Compound, Nasr City, Cairo","3,200,000","Down payment: EGP 1,600,000",EGP,3,2,126 Sq. M.,126 sqm Apartment – Super Lux Finishing – Immediate Delivery  Located in the heart of a compound in Nasr City
Apartment,"Taj City Compound, 1st Settlement, New Cairo, Cairo","10,762,500",None,EGP,3,3,148 Sq. M.,Apartment - 3 bedrooms - ready to move - pool view - prime location - in taj city - new cairo
Apartment,"Shorouk City, Cairo","6,400,000",None,EGP,3,3,238 Sq. M.,"Your apartment ready to move in prime location at alsherouk1 , club district"
Apartment,"Al Maqsad, New Capital City, Cairo","4,305,400",None,EGP,3,3,161 Sq. M.,"🔥 Don’t miss out! Your apartment is fully finished, ready to move in with immediate handover in R3, just minutes away from the German University! 🔥"
Apartment,"Al Maqsad, New Capital City, Cairo","2,940,000",None,EGP,3,2,134 Sq. M.,"💥 Your chance is here! Fully finished, ready-to-move apartment in R3, just minutes from the German University. Visit now & receive it right away! 🏡"
Apartment,"Al Maqsad, New Capital City, Cairo","3,370,000",None,EGP,3,2,155 Sq. M.,"🔥 Don’t miss out! Fully finished apartment, ready to move in at R3, just minutes from the German University. Visit & receive instantly! 🔥"
Apartment,"Ever Compound, 6th Settlement, New Cairo, Cairo","13,500,000",None,EGP,3,3,170 Sq. M.,"Apartment for sale, fully finished, in the best location in the Fifth Settlement, with 12-year installments"
Apartment,"Nasr City, Cairo","7,800,000","Down payment: EGP 1,250,000",EGP,1,1,76 Sq. M.,"Highest monthly return in dollars, VIP apartment for sale next to City Stars, Nasr City, in front of the traffic light, very luxurious finishing"
Apartment,"Scenario, New Capital City, Cairo","5,098,843",None,EGP,3,3,175 Sq. M.,Receive your apartment immediately with the lowest down payment!
Apartment,"Stone Residence Compound, Katameya, Cairo","5,700,000",None,EGP,2,2,140 Sq. M.,"Ready to move , 2 bedrooms apartment, fully finished super deluxe, at very attractive price and very prime location, view landscape & swimming pool."
Apartment,"Madinaty, Cairo","3,200,000",None,EGP,1,1,58 Sq. M.,"Own a 58 sqm Studio with Premium Finishes in Madinaty, B7"""
Apartment,"Palm Hills New Cairo Compound, 5th Settlement, New Cairo, Cairo","16,911,000","Down payment: EGP 1,691,100",EGP,3,4,184 Sq. M.,"your apartment is ready to move with downpayment 1,691,100 at one of the finest new Cairo's compounds."
Apartment,"Al Maqsad, New Capital City, Cairo","5,100,000",None,EGP,3,3,161 Sq. M.,"Apartment for sale, finished, in Al Maqsad Compound in front of the Green River"
Apartment,"5th Settlement, New Cairo, Cairo","8,150,000","Down payment: EGP 7,661,000",EGP,3,2,135 Sq. M.,"3 bedroom apartment for sale in new Cairo, fully finished"
Apartment,"Maadi, Cairo","24,000,000",0% Down Payment,EGP,4,3,430 Sq. M.,"Luxurious apartment! VIP, immediate delivery, fully finished with air conditioning, on the Nile Corniche in Maadi, with installments"
Apartment,"Madinaty, Cairo","3,200,000",None,EGP,1,1,56 Sq. M.,Studio for sale in a prime location in Madinaty B12
Apartment,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo","12,995,000","Down payment: EGP 1,299,500",EGP,3,3,155 Sq. M.,3 bed apartment ready to move in mountain view Icity new cairo
Apartment,"El Maadi, Maadi, Cairo","21,000,000",None,EGP,5,6,430 Sq. M.,VIP apartment a 100% charming view of Nile with a daily return of one dollar in Nile Pearl Towers on Maadi Corniche next to Hilton Maadi
Apartment,"El Maadi, Maadi, Cairo","70,000,000","Down payment: EGP 21,000,000",EGP,6,6,430 Sq. M.,Finished apartment + ACs overlooking on Nile VIP service from Hilton highest investment return on Nile Corniche in Maadi
Apartment,"Madinaty, Cairo","4,600,000","Down payment: EGP 2,700,000",EGP,2,2,96 Sq. M.,Apartment for sale in Madinaty - Phase B15 | The latest phases of Madinaty with two bedrooms facing the sea.
Apartment,"Ashgar Darna, Zahraa Al Maadi, Cairo","2,500,000","Down payment: EGP 1,250,000",EGP,3,3,137 Sq. M.,"Ready-to-move 137sqm apartment near Carrefour Maadi. 50% down payment, 4-year installments, in a fully inhabited compound"
Apartment,"Dijar, New Cairo, Cairo","6,400,000",0% Down Payment,EGP,3,2,119 Sq. M.,"At the lowest price, an apartment for sale at a bargain price in a compound that provides all the services you need in Dijaar Compound in New Cairo -"
Apartment,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo","9,000,000",0% Down Payment,EGP,3,2,161 Sq. M.,"Apartment for Sale - Fully Finished  Located in the Fifth Settlement  In Compound Hyde Park, on 90th Street, just minutes from the American University"
Apartment,"Taj City Compound, 1st Settlement, New Cairo, Cairo","6,900,000",None,EGP,3,2,166 Sq. M.,"For sale: Apartment in a prime location facing the airport gates and the Police Academy.  Located in a fully serviced compound, Taj City in the First"
Apartment,"Tag Sultan, Nasr City, Cairo","5,000,000",None,EGP,2,1,130 Sq. M.,"Apartment for sale at half the price in the First Settlement, in a calm   and lively area."
Apartment,"Bavaria Town, Zahraa Al Maadi, Cairo","2,192,000","Down payment: EGP 1,096,000",EGP,3,2,137 Sq. M.,"Ready-to-move 137sqm apartment near Carrefour Maadi. 50% down payment, 4-year installments, in a fully inhabited compound"
Apartment,"Shorouk City, Cairo","4,400,000",None,EGP,3,2,225 Sq. M.,"Apartment for sale 225, front of area eight, 3 minutes to Suez Road and 5 minutes to the Open Air Mall in Madinaty. Ultra super luxurious hotel finishing with a garden of 86 square meters in an L shape, and a 15 square meter front garden with a private entrance. The 86 square meter garden is finished. The house consists of 3 bedrooms and 2 bathrooms, including a master bedroom with an attached bathroom."
Apartment,"The Icon Residence Compound, 5th Settlement, New Cairo, Cairo","4,465,500",None,EGP,3,2,160 Sq. M.,"""A peaceful and secure life for your whole family"""
Apartment,"Beit Al Watan, 5th Settlement, New Cairo, Cairo","2,412,000",None,EGP,3,2,139 Sq. M.,A snapshot in Beit Al-Watan at the lowest price per meter 🤩🔥
Apartment,"EL Patio ORO Compound, 5th Settlement, New Cairo, Cairo","7,000,000",None,EGP,3,3,168 Sq. M.,Apartment for sale with a large garden 20% discount distinctive view of the landscape and the pool fully finished ready for delivery soon golden squar
Apartment,"Heliopolis, Cairo","20,000,000",None,EGP,5,3,360 Sq. M.,شقة فاخرة للبيع أمام قصر بارون
Apartment,"1st Settlement, New Cairo, Cairo","8,000,000",None,EGP,3,2,180 Sq. M.,شقة مميزة للبيع في مجمع في التجمع الأول
Apartment,"Al Narges, 5th Settlement, New Cairo, Cairo","15,000,000",None,EGP,3,3,300 Sq. M.,شقة مفروشة فاخر للبيع مع حديقة في مباني النرجس
Apartment,"Sephora Heights, 5th Settlement, New Cairo, Cairo","6,500,000",None,EGP,2,2,174 Sq. M.,شقة مميزة مع حديقة للبيع في مجمع سفورا هايتس
Apartment,"Tag Sultan Compound, 1st Settlement, New Cairo, Cairo","8,473,000","Down payment: EGP 7,507,077",EGP,3,3,160 Sq. M.,شقة مميزة للبيع في تاج سلطان
Apartment,"Madinaty, Cairo","4,150,000",None,EGP,2,1,107 Sq. M.,Apartment 107m 2 bedrooms for sale in Madinaty B2
Apartment,"4th District, 5th Settlement, New Cairo, Cairo","6,800,000",None,EGP,3,2,180 Sq. M.,Fully finished apartment for sale tagmo3 el khames
Apartment,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo","4,700,000",None,EGP,2,3,124 Sq. M.,Apartment for sale Ready to move Fourth floor
Apartment,"Privado, Madinaty, Cairo","13,420,000","Down payment: EGP 4,400,000",EGP,3,2,133 Sq. M.,apartment for sale in compound privado 133m ready to move
Apartment,"Nasr City, Cairo","9,700,000","Down payment: EGP 484,990",EGP,3,2,145 Sq. M.,"For investment lovers, a bargain apartment for sale at launch price, down payment 485 thousand, super deluxe finished apartment"
Apartment,"Madinaty, Cairo","12,500,000",None,EGP,5,3,235 Sq. M.,"Apartment for sale in Madinaty (ground floor with a private garden, 235+35), distinguished in B8, bargain price for a quick sale"
Apartment,"El Lotus, 5th Settlement, New Cairo, Cairo","5,945,000","Down payment: EGP 1,189,000",EGP,3,3,198 Sq. M.,"Apartment for sale, a bargain, with an area of ​​198 square meters, 3 bedrooms, in New Lotus, at a special price and installments over 6 years without"
Apartment,"El Lotus, 5th Settlement, New Cairo, Cairo","5,550,000","Down payment: EGP 1,387,500",EGP,3,3,180 Sq. M.,"Apartment for sale, a bargain, 180 square meters, 3 bedrooms, at a special price in New Lotus, with installments over 48 months, interest-free"
Apartment,"Grand Gate, Zahraa Al Maadi, Cairo","3,100,000",None,EGP,3,3,170 Sq. M.,"Ready-to-move apartment, 170 square meters, for EGP 3,100,000 near Carrefour Maadi."
Apartment,"Grand Gate, Zahraa Al Maadi, Cairo","2,970,000",None,EGP,3,3,165 Sq. M.,"Ready-to-move apartment, 165 square meters, for EGP 2,970,000 near Carrefour Maadi."
Apartment,"Grand Gate, Zahraa Al Maadi, Cairo","3,200,000",None,EGP,3,3,175 Sq. M.,"Ready-to-move apartment, 175 square meters, for EGP 3,200,000 near Carrefour Maadi."
Apartment,"Grand Gate, Zahraa Al Maadi, Cairo","2,900,000",None,EGP,3,3,161 Sq. M.,"Ready-to-move apartment, 161 square meters, for EGP 2,900,000 near Carrefour Maadi."
Apartment,"Stone Residence Compound, Katameya, Cairo","10,500,000","Down payment: EGP 1,050,000",EGP,3,3,155 Sq. M.,Ready to move  apartment with 10% down payment only and easy installments in the most upscale compound (Stone Residence) fifth settlement
Apartment,"Beit Al Watan, 5th Settlement, New Cairo, Cairo","3,665,000",None,EGP,3,2,154 Sq. M.,"Distinctive Apartment for Sale in Beit Al Watan - Fifth Settlement    Apartment for Sale in Beit Al Watan, Fifth Settlement"
Apartment,"Mivida Compound, 5th Settlement, New Cairo, Cairo","21,000,000","Down payment: EGP 18,550,000",EGP,3,3,191 Sq. M.,Own a fully furnished apartment in Mivida Emaar Compound with a pool view at the lowest price and complete in installments
Apartment,"Madinaty, Cairo","3,200,000",None,EGP,1,1,67 Sq. M.,"67 sqm Studio for Sale in B12 – Special Finishes, Fully Furnished with Appliances."
Apartment,"Stone Residence Compound, Katameya, Cairo","8,600,000","Down payment: EGP 860,000",EGP,3,2,128 Sq. M.,"Ground floor apartment with garden, ready to move, with a 10% down payment only and easy installments in Stone residence compound in fifth settlement"
Apartment,"Beit Al Watan, 5th Settlement, New Cairo, Cairo","4,140,000",None,EGP,3,2,190 Sq. M.,"Distinctive Apartment for Sale in Beit Al Watan - Fifth Settlement    Apartment for Sale in Beit Al Watan, Fifth Settlement"
